respondent_id,age,gender,province,sector,education,urban_rural,monthly_income_rwf
501,46,Female,Kigali,Services,Secondary,Rural,200054
502,57,Male,Eastern,Agriculture,No Education,Urban,116185
503,18,Female,Northern,Agriculture,Secondary,Rural,152487
504,41,Male,Kigali,Trade,Tertiary,Rural,71924
505,27,Female,Kigali,Agriculture,Secondary,Rural,120224
506,29,Male,Western,Services,Secondary,Rural,168668
507,27,Female,Kigali,Agriculture,Secondary,Rural,123569
508,24,Female,Southern,Services,Tertiary,Urban,293710
509,35,Female,Southern,Agriculture,No Education,Rural,28517
510,25,Male,Kigali,Agriculture,Secondary,Rural,35774
511,38,Male,Kigali,Agriculture,Primary,Urban,19208
512,34,Male,Kigali,Agriculture,Secondary,Rural,197451
513,32,Female,Southern,Services,Secondary,Rural,298585
514,24,Female,Northern,Manufacturing,Primary,Urban,388087
515,28,Female,Southern,Agriculture,Primary,Rural,111034
516,44,Male,Western,Agriculture,Secondary,Urban,24223
517,41,Male,Southern,Services,Primary,Rural,57311
518,23,Male,Kigali,Services,Primary,Urban,194138
519,36,Female,Kigali,Other,Secondary,Rural,143025
520,44,Female,Southern,Services,Primary,Urban,141746
521,18,Female,Kigali,Services,Secondary,Urban,268923
522,41,Male,Kigali,Services,Tertiary,Urban,279789
523,27,Female,Southern,Other,Primary,Rural,119602
524,41,Female,Eastern,Trade,Primary,Rural,65124
525,25,Male,Western,Agriculture,Secondary,Rural,225219
526,18,Female,Southern,Agriculture,Secondary,Rural,72736
527,18,Female,Kigali,Agriculture,Tertiary,Rural,49026
528,35,Female,Western,Services,Tertiary,Urban,149592
529,38,Female,Kigali,Manufacturing,Secondary,Rural,135952
530,24,Male,Eastern,Services,Primary,Urban,375193
531,42,Male,Eastern,Agriculture,No Education,Rural,76346
532,18,Female,Kigali,Manufacturing,Primary,Rural,130988
533,34,Male,Eastern,Trade,Primary,Rural,39989
534,20,Female,Kigali,Agriculture,Secondary,Urban,250188
535,27,Female,Eastern,Manufacturing,Secondary,Rural,106646
536,35,Female,Eastern,Services,No Education,Urban,142153
537,24,Female,Southern,Trade,Secondary,Urban,545182
538,30,Male,Southern,Trade,Primary,Urban,212072
539,47,Male,Kigali,Services,Primary,Rural,35419
540,28,Male,Eastern,Manufacturing,Secondary,Rural,43618
541,45,Male,Eastern,Trade,Primary,Urban,134084
542,21,Male,Kigali,Services,Primary,Urban,64202
543,41,Male,Southern,Agriculture,No Education,Rural,132679
544,52,Female,Southern,Trade,Primary,Rural,112321
545,18,Female,Kigali,Agriculture,Secondary,Urban,152343
546,25,Male,Eastern,Agriculture,Tertiary,Urban,104989
547,41,Male,Kigali,Trade,Primary,Rural,437318
548,32,Female,Northern,Manufacturing,Primary,Rural,1477493
549,39,Male,Kigali,Services,Secondary,Rural,123231
550,27,Male,Western,Agriculture,Tertiary,Rural,188541
551,36,Male,Southern,Agriculture,Primary,Urban,122084
552,33,Female,Eastern,Agriculture,Primary,Urban,91746
553,49,Male,Northern,Agriculture,Secondary,Urban,68591
554,38,Female,Western,Manufacturing,Secondary,Urban,98049
555,39,Male,Northern,Agriculture,Primary,Rural,35020
556,30,Female,Kigali,Services,Secondary,Rural,212963
557,29,Male,Eastern,Agriculture,Primary,Rural,57321
558,29,Male,Southern,Other,Secondary,Urban,21207
559,39,Female,Northern,Agriculture,Secondary,Rural,146547
560,29,Female,Southern,Agriculture,Tertiary,Rural,137865
561,38,Female,Western,Agriculture,Secondary,Urban,391963
562,59,Female,Western,Services,Primary,Rural,175629
563,45,Female,Western,Services,Primary,Urban,51899
564,31,Female,Kigali,Services,Tertiary,Urban,46570
565,49,Female,Northern,Services,Primary,Rural,73280
566,30,Male,Southern,Agriculture,Primary,Rural,52684
567,18,Male,Southern,Services,Primary,Urban,360239
568,22,Male,Northern,Services,Secondary,Urban,198779
569,18,Female,Kigali,Agriculture,Secondary,Rural,254274
570,30,Male,Southern,Agriculture,Primary,Rural,30100
571,35,Male,Southern,Agriculture,Primary,Rural,188034
572,55,Female,Kigali,Agriculture,Tertiary,Urban,328995
573,38,Female,Eastern,Services,Secondary,Urban,39833
574,32,Female,Kigali,Agriculture,Secondary,Urban,384492
575,44,Male,Eastern,Agriculture,Tertiary,Urban,199142
576,18,Female,Kigali,Agriculture,Tertiary,Urban,252873
577,37,Male,Eastern,Other,Primary,Urban,70668
578,44,Male,Northern,Trade,Tertiary,Rural,492861
579,18,Male,Northern,Agriculture,No Education,Urban,39756
580,48,Male,Southern,Agriculture,Primary,Rural,169031
581,39,Male,Southern,Agriculture,Tertiary,Urban,356287
582,30,Female,Kigali,Services,Primary,Rural,59772
583,42,Male,Kigali,Agriculture,Primary,Urban,551959
584,62,Female,Western,Manufacturing,Primary,Rural,182956
585,37,Female,Kigali,Services,Secondary,Urban,337784
586,37,Male,Western,Trade,Primary,Rural,32003
587,29,Female,Southern,Agriculture,Secondary,Rural,558720
588,24,Male,Northern,Trade,Tertiary,Rural,66712
589,44,Female,Western,Trade,Secondary,Urban,378752
590,24,Male,Kigali,Agriculture,Primary,Rural,39196
591,35,Male,Eastern,Agriculture,Tertiary,Rural,86634
592,29,Male,Northern,Agriculture,Primary,Urban,212252
593,40,Female,Eastern,Agriculture,Primary,Rural,197641
594,39,Female,Western,Agriculture,No Education,Rural,28561
595,47,Male,Kigali,Services,Secondary,Rural,368451
596,28,Female,Northern,Services,Primary,Rural,300624
597,31,Female,Northern,Other,Primary,Rural,51274
598,23,Female,Southern,Agriculture,Primary,Rural,312101
599,29,Female,Kigali,Other,Primary,Rural,33854
600,39,Female,Eastern,Agriculture,Secondary,Rural,62280
601,44,Female,Southern,Trade,Secondary,Rural,188257
602,23,Female,Kigali,Agriculture,Secondary,Rural,51863
603,45,Male,Southern,Agriculture,Primary,Rural,107282
604,51,Male,Northern,Trade,Primary,Urban,171191
605,39,Male,Southern,Agriculture,Tertiary,Rural,122391
606,57,Female,Southern,Manufacturing,No Education,Urban,349674
607,25,Female,Kigali,Services,Tertiary,Urban,230910
608,20,Male,Northern,Services,Primary,Urban,203868
609,18,Female,Western,Services,Tertiary,Rural,533538
610,52,Male,Eastern,Manufacturing,Primary,Urban,372017
611,42,Male,Western,Agriculture,Primary,Rural,162914
612,34,Female,Eastern,Manufacturing,Secondary,Rural,71646
613,38,Male,Kigali,Trade,Secondary,Urban,253866
614,21,Male,Eastern,Agriculture,Primary,Urban,55923
615,64,Female,Western,Agriculture,Secondary,Rural,36830
616,36,Female,Eastern,Manufacturing,Secondary,Rural,169646
617,36,Male,Western,Services,No Education,Rural,57462
618,43,Female,Western,Services,No Education,Rural,222975
619,40,Female,Eastern,Agriculture,Secondary,Rural,196978
620,37,Male,Kigali,Services,Primary,Rural,28439
621,25,Male,Southern,Agriculture,Secondary,Rural,52922
622,40,Female,Eastern,Services,Primary,Rural,40530
623,57,Male,Southern,Trade,Primary,Rural,74997
624,51,Female,Eastern,Agriculture,Primary,Urban,162538
625,54,Female,Eastern,Services,Secondary,Rural,126862
626,28,Female,Southern,Other,Primary,Rural,67744
627,23,Male,Eastern,Manufacturing,No Education,Rural,391058
628,33,Female,Eastern,Trade,No Education,Urban,20302
629,35,Male,Eastern,Services,Tertiary,Rural,573553
630,48,Male,Eastern,Trade,Primary,Urban,91330
631,18,Male,Northern,Agriculture,Secondary,Urban,125379
632,53,Male,Southern,Agriculture,No Education,Urban,67327
633,33,Female,Eastern,Agriculture,Primary,Rural,298485
634,29,Male,Northern,Services,Secondary,Urban,74777
635,22,Male,Southern,Trade,Secondary,Urban,168403
636,18,Female,Kigali,Agriculture,Tertiary,Urban,281801
637,44,Male,Kigali,Manufacturing,Tertiary,Rural,68559
638,35,Female,Western,Manufacturing,Secondary,Urban,111891
639,19,Male,Southern,Services,Secondary,Urban,177816
640,19,Female,Northern,Agriculture,Secondary,Rural,50508
641,30,Female,Northern,Services,Primary,Rural,67857
642,55,Male,Kigali,Agriculture,Tertiary,Urban,139681
643,31,Male,Northern,Agriculture,Secondary,Urban,224414
644,18,Male,Northern,Other,Secondary,Urban,126823
645,32,Female,Northern,Agriculture,Primary,Rural,205850
646,31,Male,Eastern,Agriculture,No Education,Rural,35548
647,18,Male,Kigali,Trade,Tertiary,Rural,65267
648,34,Male,Kigali,Agriculture,Primary,Urban,527343
649,32,Male,Western,Manufacturing,Primary,Rural,89806
650,43,Female,Eastern,Agriculture,Primary,Urban,39569
651,57,Female,Eastern,Agriculture,Secondary,Urban,33121
652,48,Male,Kigali,Agriculture,No Education,Rural,186640
653,31,Male,Kigali,Agriculture,Secondary,Rural,78133
654,21,Female,Southern,Services,Primary,Urban,138278
655,65,Female,Northern,Manufacturing,Tertiary,Rural,219015
656,35,Male,Northern,Services,Secondary,Rural,346292
657,35,Male,Kigali,Other,Primary,Rural,94059
658,34,Male,Southern,Agriculture,Secondary,Rural,669618
659,37,Female,Kigali,Services,Primary,Rural,145021
660,33,Male,Kigali,Services,Primary,Rural,304692
661,28,Female,Eastern,Other,Tertiary,Rural,338398
662,28,Female,Kigali,Agriculture,Primary,Rural,84373
663,34,Female,Kigali,Services,Primary,Urban,105917
664,28,Male,Northern,Trade,Primary,Rural,141616
665,26,Male,Southern,Agriculture,Primary,Urban,169839
666,36,Male,Southern,Trade,Tertiary,Urban,146105
667,31,Male,Eastern,Agriculture,Primary,Rural,99234
668,53,Female,Kigali,Manufacturing,Tertiary,Urban,869424
669,18,Female,Kigali,Other,Tertiary,Rural,930748
670,48,Female,Western,Manufacturing,Primary,Rural,301124
671,49,Female,Northern,Services,Primary,Rural,578295
672,18,Male,Southern,Agriculture,Tertiary,Urban,111692
673,30,Male,Kigali,Other,Primary,Urban,247503
674,30,Male,Northern,Services,No Education,Rural,345634
675,18,Female,Kigali,Agriculture,Primary,Rural,42408
676,25,Female,Northern,Manufacturing,Secondary,Urban,158376
677,21,Female,Western,Services,Secondary,Urban,804015
678,56,Male,Western,Agriculture,Primary,Rural,39818
679,46,Male,Northern,Agriculture,Primary,Urban,38623
680,50,Female,Eastern,Agriculture,Tertiary,Rural,482640
681,43,Male,Western,Services,Secondary,Rural,401152
682,21,Female,Southern,Services,Secondary,Rural,217593
683,28,Female,Kigali,Services,Secondary,Urban,193006
684,40,Female,Eastern,Trade,Primary,Urban,99394
685,20,Male,Kigali,Trade,Secondary,Urban,209041
686,43,Male,Eastern,Services,Primary,Rural,461149
687,32,Male,Eastern,Agriculture,Primary,Rural,105136
688,30,Male,Northern,Manufacturing,Secondary,Rural,1017036
689,43,Male,Eastern,Services,Primary,Rural,63530
690,40,Female,Kigali,Services,Tertiary,Urban,272863
691,30,Female,Northern,Services,Primary,Rural,96682
692,48,Male,Southern,Agriculture,Tertiary,Rural,59666
693,22,Male,Southern,Other,Tertiary,Rural,157207
694,42,Male,Eastern,Agriculture,Primary,Urban,157691
695,42,Male,Western,Manufacturing,Secondary,Rural,273271
696,31,Female,Western,Agriculture,Primary,Rural,493130
697,38,Male,Kigali,Other,Tertiary,Rural,257650
698,19,Male,Kigali,Agriculture,Secondary,Urban,334935
699,46,Male,Southern,Agriculture,Secondary,Rural,108238
700,32,Female,Southern,Agriculture,Secondary,Urban,510951
701,28,Female,Western,Agriculture,Primary,Rural,591801
702,47,Male,Western,Agriculture,Primary,Rural,132857
703,26,Female,Northern,Services,Primary,Rural,58894
704,18,Female,Northern,Services,Secondary,Rural,99274
705,18,Female,Kigali,Agriculture,Secondary,Rural,128639
706,42,Male,Kigali,Agriculture,Secondary,Urban,192294
707,19,Female,Eastern,Trade,Primary,Urban,246819
708,56,Female,Northern,Manufacturing,Secondary,Rural,259625
709,18,Female,Northern,Manufacturing,No Education,Rural,138976
710,55,Female,Southern,Manufacturing,Secondary,Urban,140398
711,37,Female,Kigali,Agriculture,Tertiary,Urban,254719
712,33,Male,Northern,Agriculture,Primary,Rural,383140
713,28,Female,Kigali,Agriculture,No Education,Rural,178581
714,39,Female,Eastern,Trade,Primary,Rural,166553
715,34,Female,Southern,Other,Secondary,Urban,380173
716,48,Male,Southern,Services,Secondary,Rural,114443
717,36,Female,Western,Agriculture,Secondary,Rural,68364
718,36,Female,Kigali,Agriculture,Primary,Rural,47759
719,30,Male,Eastern,Agriculture,Secondary,Rural,92873
720,34,Female,Eastern,Services,Secondary,Urban,142834
721,38,Female,Eastern,Agriculture,Primary,Rural,228384
722,18,Female,Western,Other,Secondary,Urban,114058
723,18,Male,Southern,Agriculture,Primary,Urban,59418
724,43,Male,Western,Other,Secondary,Rural,607086
725,37,Female,Kigali,Trade,Tertiary,Rural,123832
726,32,Male,Western,Trade,Primary,Rural,122777
727,35,Female,Kigali,Services,Secondary,Rural,220961
728,39,Female,Western,Services,Secondary,Rural,62027
729,28,Female,Eastern,Services,Primary,Rural,350115
730,25,Male,Eastern,Services,Secondary,Urban,333282
731,37,Female,Northern,Services,Secondary,Rural,535733
732,23,Male,Western,Other,Primary,Urban,81985
733,39,Male,Kigali,Manufacturing,Primary,Rural,164568
734,18,Male,Eastern,Trade,Primary,Urban,145678
735,47,Male,Western,Trade,No Education,Rural,121918
736,40,Female,Eastern,Agriculture,No Education,Rural,24665
737,38,Female,Kigali,Agriculture,Primary,Rural,94924
738,46,Male,Eastern,Services,Primary,Rural,41625
739,54,Female,Eastern,Services,Tertiary,Rural,284013
740,47,Male,Western,Trade,Primary,Rural,19779
741,18,Female,Southern,Services,Secondary,Rural,35010
742,19,Female,Northern,Services,Secondary,Rural,296417
743,27,Female,Western,Services,Secondary,Urban,129259
744,35,Male,Eastern,Agriculture,Primary,Urban,51238
745,41,Female,Kigali,Services,Tertiary,Urban,766162
746,26,Male,Kigali,Trade,Secondary,Urban,216821
747,37,Female,Eastern,Agriculture,Secondary,Rural,206260
748,25,Male,Kigali,Services,Primary,Urban,148301
749,27,Female,Western,Services,Primary,Urban,1445114
750,18,Female,Southern,Agriculture,Secondary,Urban,82287
751,23,Female,Kigali,Agriculture,No Education,Rural,318842
752,18,Male,Northern,Other,Secondary,Rural,122182
753,23,Female,Southern,Agriculture,Primary,Rural,23122
754,47,Male,Western,Agriculture,Secondary,Rural,151070
755,23,Female,Western,Agriculture,Tertiary,Urban,237712
756,66,Male,Northern,Manufacturing,Secondary,Rural,77480
757,40,Male,Southern,Services,Secondary,Rural,73637
758,37,Female,Northern,Services,Secondary,Urban,196278
759,24,Male,Northern,Agriculture,Secondary,Rural,135810
760,43,Male,Kigali,Trade,Tertiary,Rural,24618
761,28,Male,Kigali,Agriculture,Tertiary,Rural,330096
762,36,Male,Northern,Agriculture,Secondary,Rural,69121
763,65,Female,Kigali,Services,Primary,Urban,58372
764,33,Female,Kigali,Agriculture,Secondary,Urban,283350
765,48,Male,Southern,Trade,Primary,Urban,138521
766,26,Male,Kigali,Other,Primary,Urban,373475
767,34,Male,Northern,Agriculture,Secondary,Urban,189462
768,56,Male,Northern,Trade,Secondary,Rural,128175
769,27,Female,Western,Trade,Tertiary,Urban,204427
770,56,Female,Eastern,Other,Primary,Rural,159768
771,43,Male,Kigali,Agriculture,No Education,Rural,56728
772,28,Male,Northern,Services,Tertiary,Rural,107801
773,42,Male,Southern,Agriculture,Primary,Rural,141505
774,46,Female,Western,Trade,Secondary,Rural,114321
775,42,Female,Eastern,Agriculture,No Education,Rural,81122
776,18,Male,Eastern,Services,Primary,Rural,311494
777,26,Male,Western,Agriculture,Tertiary,Rural,129772
778,32,Female,Kigali,Agriculture,Primary,Rural,87920
779,34,Female,Northern,Services,Primary,Urban,104848
780,42,Male,Eastern,Trade,Primary,Rural,153261
781,37,Male,Kigali,Services,Tertiary,Rural,282086
782,18,Male,Eastern,Trade,Tertiary,Rural,365275
783,39,Female,Kigali,Agriculture,Primary,Urban,71056
784,42,Male,Southern,Services,No Education,Rural,82130
785,41,Male,Western,Services,Secondary,Rural,290220
786,47,Female,Kigali,Agriculture,Primary,Urban,138178
787,45,Male,Southern,Services,Secondary,Rural,74586
788,40,Female,Kigali,Manufacturing,No Education,Rural,393059
789,34,Male,Northern,Services,Primary,Rural,33485
790,18,Male,Kigali,Manufacturing,Secondary,Rural,336470
791,40,Female,Western,Services,Primary,Rural,47356
792,37,Male,Southern,Agriculture,Tertiary,Rural,642597
793,38,Female,Southern,Agriculture,No Education,Urban,29838
794,19,Female,Southern,Services,Primary,Rural,327561
795,22,Male,Northern,Agriculture,Tertiary,Rural,133163
796,47,Female,Western,Agriculture,Primary,Rural,64788
797,34,Male,Southern,Services,Secondary,Rural,178617
798,43,Female,Western,Services,Primary,Urban,280833
799,35,Male,Northern,Agriculture,Secondary,Rural,49796
800,35,Female,Kigali,Manufacturing,Secondary,Urban,121609
801,46,Male,Northern,Services,Primary,Urban,284839
802,28,Male,Kigali,Agriculture,Secondary,Urban,34054
803,36,Female,Northern,Trade,Secondary,Urban,104542
804,29,Female,Eastern,Services,Primary,Rural,1483895
805,29,Male,Northern,Services,Secondary,Urban,92285
806,31,Male,Kigali,Services,Secondary,Urban,501466
807,37,Female,Kigali,Agriculture,Primary,Rural,54361
808,29,Female,Eastern,Manufacturing,Primary,Rural,228437
809,50,Male,Western,Agriculture,Primary,Urban,190615
810,24,Male,Eastern,Other,Primary,Urban,348307
811,32,Male,Eastern,Trade,Secondary,Urban,142133
812,29,Female,Southern,Services,Secondary,Urban,982796
813,52,Male,Northern,Agriculture,Tertiary,Urban,115328
814,37,Male,Kigali,Agriculture,Primary,Rural,104772
815,47,Female,Eastern,Agriculture,Primary,Urban,137413
816,18,Male,Kigali,Services,Secondary,Rural,62762
817,38,Female,Western,Agriculture,Secondary,Rural,81676
818,45,Male,Kigali,Services,Secondary,Rural,175237
819,35,Male,Eastern,Agriculture,No Education,Rural,55891
820,47,Male,Kigali,Other,Primary,Rural,765320
821,28,Female,Kigali,Agriculture,Primary,Rural,44412
822,51,Male,Southern,Other,Tertiary,Rural,456491
823,62,Female,Kigali,Other,Primary,Urban,280083
824,30,Female,Kigali,Services,Tertiary,Urban,274136
825,29,Female,Eastern,Manufacturing,Secondary,Rural,89919
826,52,Male,Kigali,Services,Primary,Rural,70475
827,53,Male,Kigali,Services,Secondary,Rural,101753
828,28,Male,Southern,Agriculture,Secondary,Rural,24603
829,29,Male,Southern,Agriculture,Tertiary,Rural,63695
830,31,Male,Western,Services,Primary,Rural,39801
831,18,Female,Western,Services,Primary,Rural,382441
832,23,Male,Southern,Services,Primary,Rural,213715
833,22,Male,Kigali,Agriculture,No Education,Rural,148098
834,25,Male,Southern,Agriculture,Secondary,Rural,164437
835,34,Female,Southern,Agriculture,Tertiary,Urban,211204
836,37,Male,Southern,Agriculture,Primary,Rural,279486
837,53,Female,Northern,Agriculture,Secondary,Urban,81877
838,23,Male,Kigali,Agriculture,Secondary,Urban,145353
839,46,Female,Southern,Agriculture,Primary,Rural,157915
840,32,Female,Southern,Trade,Primary,Urban,49055
841,34,Male,Western,Agriculture,Secondary,Rural,1222601
842,43,Male,Kigali,Manufacturing,Tertiary,Urban,330868
843,21,Male,Kigali,Agriculture,Secondary,Rural,115014
844,39,Male,Kigali,Trade,No Education,Urban,350763
845,36,Female,Southern,Services,Primary,Rural,270924
846,40,Female,Kigali,Agriculture,No Education,Urban,105839
847,38,Female,Kigali,Services,Secondary,Rural,170892
848,64,Female,Western,Agriculture,Secondary,Urban,40065
849,27,Male,Kigali,Services,Primary,Rural,83488
850,28,Male,Southern,Agriculture,Secondary,Urban,201864
851,27,Female,Eastern,Other,Secondary,Urban,237956
852,28,Male,Southern,Services,Secondary,Urban,531778
853,27,Female,Northern,Agriculture,Tertiary,Rural,129087
854,49,Male,Western,Manufacturing,No Education,Rural,45553
855,52,Male,Western,Agriculture,Tertiary,Rural,331050
856,28,Female,Kigali,Trade,Primary,Urban,445318
857,25,Male,Kigali,Services,Primary,Rural,267326
858,40,Female,Kigali,Manufacturing,Tertiary,Rural,218240
859,28,Female,Southern,Agriculture,Tertiary,Urban,426137
860,42,Female,Western,Trade,Secondary,Rural,1993679
861,37,Female,Eastern,Manufacturing,Secondary,Rural,196999
862,18,Female,Northern,Agriculture,Secondary,Urban,46732
863,53,Female,Kigali,Agriculture,Secondary,Urban,83496
864,56,Male,Southern,Agriculture,Primary,Urban,186262
865,27,Male,Western,Other,Secondary,Rural,35543
866,30,Female,Kigali,Agriculture,Secondary,Urban,152833
867,38,Male,Eastern,Services,Secondary,Urban,271391
868,39,Male,Kigali,Agriculture,Primary,Urban,385627
869,42,Male,Northern,Agriculture,Secondary,Urban,380690
870,59,Female,Northern,Services,Tertiary,Urban,553568
871,32,Female,Kigali,Other,Secondary,Rural,22747
872,25,Male,Eastern,Services,Tertiary,Urban,579148
873,18,Female,Eastern,Trade,Primary,Rural,190941
874,26,Female,Northern,Services,Secondary,Rural,188988
875,34,Female,Northern,Agriculture,Secondary,Rural,25720
876,56,Female,Kigali,Agriculture,Secondary,Rural,55149
877,28,Female,Southern,Services,Secondary,Urban,78715
878,37,Male,Southern,Other,Secondary,Rural,25600
879,34,Female,Eastern,Trade,Tertiary,Rural,177274
880,49,Male,Kigali,Agriculture,Secondary,Rural,54228
881,65,Female,Southern,Agriculture,Primary,Rural,709567
882,28,Female,Western,Agriculture,Secondary,Rural,89697
883,29,Male,Kigali,Other,Primary,Rural,305685
884,47,Male,Eastern,Trade,Primary,Rural,30946
885,43,Female,Kigali,Trade,Tertiary,Rural,116275
886,57,Male,Northern,Agriculture,Primary,Rural,93871
887,42,Female,Kigali,Services,Secondary,Rural,74470
888,30,Male,Eastern,Services,Primary,Rural,92955
889,42,Male,Southern,Agriculture,No Education,Rural,66336
890,48,Female,Northern,Services,Secondary,Urban,166029
891,44,Female,Eastern,Agriculture,Primary,Rural,383180
892,41,Female,Eastern,Agriculture,Secondary,Urban,180622
893,47,Male,Northern,Trade,Primary,Rural,159359
894,49,Female,Kigali,Trade,Primary,Urban,217379
895,51,Female,Kigali,Services,No Education,Urban,251396
896,42,Female,Western,Services,Primary,Rural,121944
897,32,Female,Kigali,Agriculture,Secondary,Urban,103258
898,36,Female,Southern,Manufacturing,Primary,Rural,173726
899,49,Male,Western,Trade,Secondary,Rural,323776
900,25,Male,Kigali,Trade,Tertiary,Urban,568718
901,39,Female,Eastern,Manufacturing,Secondary,Urban,192698
902,30,Male,Northern,Agriculture,Secondary,Rural,189756
903,35,Female,Western,Agriculture,Primary,Urban,96651
904,50,Male,Western,Services,Primary,Rural,133883
905,37,Female,Southern,Agriculture,Tertiary,Rural,97326
906,35,Female,Kigali,Trade,Secondary,Urban,144265
907,18,Male,Southern,Agriculture,Secondary,Urban,390291
908,43,Male,Eastern,Agriculture,Secondary,Rural,110542
909,42,Male,Eastern,Agriculture,Primary,Rural,96799
910,60,Female,Kigali,Other,No Education,Urban,40319
911,31,Female,Kigali,Agriculture,Secondary,Urban,104212
912,37,Male,Southern,Services,Secondary,Rural,126960
913,37,Female,Eastern,Services,Secondary,Rural,79329
914,53,Male,Eastern,Agriculture,Tertiary,Rural,144635
915,33,Male,Eastern,Services,Primary,Rural,92437
916,38,Female,Western,Manufacturing,Primary,Rural,162069
917,42,Male,Southern,Services,Tertiary,Rural,234992
918,37,Male,Kigali,Trade,Secondary,Rural,59740
919,29,Male,Kigali,Agriculture,Secondary,Rural,74627
920,37,Male,Kigali,Agriculture,Primary,Rural,92416
921,47,Male,Western,Other,Primary,Rural,280057
922,22,Male,Northern,Agriculture,Secondary,Rural,126070
923,36,Female,Northern,Services,Primary,Rural,76732
924,26,Male,Northern,Trade,Secondary,Rural,176586
925,49,Female,Eastern,Agriculture,Tertiary,Urban,724361
926,18,Male,Southern,Manufacturing,Secondary,Urban,486292
927,28,Male,Northern,Agriculture,Primary,Rural,134616
928,39,Female,Kigali,Agriculture,Secondary,Urban,238483
929,53,Female,Kigali,Agriculture,Primary,Rural,274890
930,34,Male,Northern,Trade,Primary,Urban,333759
931,28,Female,Western,Agriculture,No Education,Rural,124276
932,57,Female,Eastern,Manufacturing,Primary,Urban,464659
933,18,Female,Western,Other,Tertiary,Rural,74791
934,18,Female,Southern,Services,Primary,Rural,39175
935,40,Male,Kigali,Services,Primary,Urban,192081
936,28,Male,Kigali,Services,Tertiary,Rural,225269
937,22,Female,Kigali,Agriculture,No Education,Urban,66442
938,43,Male,Southern,Services,Secondary,Urban,387601
939,37,Female,Kigali,Services,Primary,Rural,29358
940,28,Male,Eastern,Other,No Education,Urban,83662
941,19,Male,Northern,Other,Tertiary,Rural,120550
942,45,Female,Southern,Trade,Primary,Urban,38125
943,42,Male,Kigali,Trade,Secondary,Rural,424280
944,33,Female,Eastern,Services,Primary,Rural,43926
945,57,Female,Eastern,Manufacturing,No Education,Rural,86318
946,22,Female,Northern,Trade,No Education,Rural,204103
947,18,Female,Southern,Agriculture,Primary,Rural,145655
948,26,Female,Kigali,Other,No Education,Rural,40678
949,34,Female,Southern,Services,Secondary,Rural,265847
950,37,Female,Southern,Services,Secondary,Urban,252427
951,32,Male,Northern,Manufacturing,Primary,Rural,982849
952,39,Male,Southern,Other,Primary,Urban,195014
953,19,Male,Eastern,Agriculture,Tertiary,Urban,165051
954,52,Male,Kigali,Manufacturing,Tertiary,Rural,125374
955,34,Female,Southern,Services,Secondary,Rural,84905
956,48,Female,Northern,Agriculture,Tertiary,Rural,73425
957,39,Female,Northern,Trade,Primary,Rural,325197
958,40,Male,Eastern,Services,Primary,Urban,171849
959,41,Female,Western,Manufacturing,Secondary,Urban,367103
960,40,Male,Northern,Agriculture,Secondary,Urban,448194
961,42,Female,Kigali,Services,Secondary,Rural,23339
962,50,Female,Eastern,Services,Primary,Rural,362482
963,37,Male,Southern,Services,Tertiary,Urban,289754
964,43,Male,Southern,Agriculture,Secondary,Rural,145402
965,33,Male,Eastern,Other,Primary,Rural,55970
966,52,Female,Western,Services,Secondary,Rural,84169
967,26,Female,Kigali,Manufacturing,Primary,Rural,224775
968,56,Female,Eastern,Services,Primary,Rural,877919
969,34,Male,Western,Agriculture,Primary,Rural,193845
970,18,Male,Western,Services,Primary,Urban,466220
971,36,Female,Southern,Services,No Education,Urban,132069
972,26,Female,Western,Services,Secondary,Urban,123857
973,45,Male,Kigali,Services,Primary,Rural,69771
974,27,Male,Western,Services,Secondary,Rural,104199
975,29,Female,Eastern,Agriculture,No Education,Rural,15285
976,18,Male,Kigali,Services,Primary,Urban,94850
977,29,Male,Kigali,Agriculture,Tertiary,Rural,90795
978,18,Male,Eastern,Agriculture,Secondary,Rural,89226
979,18,Female,Kigali,Other,Tertiary,Rural,197439
980,44,Female,Eastern,Services,Tertiary,Rural,284949
981,44,Female,Kigali,Manufacturing,Primary,Rural,150217
982,40,Female,Kigali,Services,Primary,Urban,106387
983,23,Female,Northern,Other,Tertiary,Urban,48024
984,34,Male,Eastern,Services,Tertiary,Urban,174944
985,34,Female,Eastern,Trade,Secondary,Rural,58947
986,21,Male,Southern,Agriculture,Secondary,Urban,193772
987,53,Female,Western,Other,Secondary,Rural,265612
988,45,Male,Southern,Trade,Primary,Rural,230076
989,32,Male,Eastern,Trade,Secondary,Urban,305678
990,35,Male,Southern,Agriculture,Secondary,Rural,92263
991,37,Male,Kigali,Agriculture,Secondary,Urban,87905
992,18,Male,Kigali,Agriculture,No Education,Rural,43441
993,32,Male,Eastern,Agriculture,Primary,Rural,26008
994,26,Female,Southern,Trade,Primary,Urban,312124
995,22,Male,Kigali,Agriculture,Primary,Rural,75538
996,31,Female,Kigali,Agriculture,Tertiary,Rural,52447
997,56,Female,Kigali,Agriculture,No Education,Rural,40768
998,42,Female,Western,Agriculture,Primary,Rural,43416
999,28,Female,Northern,Agriculture,Primary,Urban,116885
1000,41,Female,Kigali,Trade,Secondary,Rural,301443
1001,51,Male,Northern,Services,Secondary,Urban,151548
1002,46,Male,Northern,Agriculture,Primary,Urban,18629
